age,workclass,fnlwgt,education,martial-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,label
30s,Private,24.0,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,10.0,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,Assoc-voc,Married-civ-spouse,Adm-clerical,Husband,White,Male,7.0,0.0,51.0,United-States,more-than-50K
40s,Private,1.0,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,45.0,England,less-than-50K
40s,Private,4.0,Assoc-voc,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,5.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
30s,Private,10.0,HS-grad,Never-married,Sales,Not-in-family,White,Female,0.0,19.0,40.0,United-States,less-than-50K
20s,Private,8.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,Bachelors,Never-married,Other-service,Other-relative,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-not-inc,2.0,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,9.0,Prof-school,Never-married,Prof-specialty,Other-relative,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,72.0,Assoc-acdm,Separated,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,22.0,Some-college,Divorced,Other-service,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,13.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
70s,Self-emp-not-inc,4.0,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,United-States,more-than-50K
30s,Private,32.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0.0,0.0,45.0,United-States,more-than-50K
40s,Private,6.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
20s,Private,13.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,15.0,30.0,United-States,less-than-50K
20s,Private,4.0,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,less-than-50K
40s,Self-emp-not-inc,6.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,19.0,40.0,United-States,more-than-50K
50s,Private,10.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,20.0,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Male,0.0,0.0,48.0,United-States,less-than-50K
30s,Private,9.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,18.0,60.0,United-States,more-than-50K
20s,Private,3.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Male,0.0,0.0,45.0,United-States,less-than-50K
40s,State-gov,5.0,HS-grad,Never-married,Transport-moving,Not-in-family,White,Female,14.0,0.0,40.0,United-States,more-than-50K
40s,Federal-gov,9.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,5.0,Bachelors,Married-civ-spouse,Sales,Wife,White,Female,0.0,0.0,40.0,United-States,more-than-50K
20s,Private,21.0,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,0.0,0.0,35.0,Peru,less-than-50K
60s,Private,10.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
20s,Federal-gov,2.0,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
60s,Private,8.0,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,2.0,Bachelors,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,25.0,United-States,less-than-50K
40s,Private,6.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,more-than-50K
40s,Private,6.0,Some-college,Divorced,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0.0,0.0,37.0,United-States,less-than-50K
50s,unknown,6.0,HS-grad,Separated,unknown,Not-in-family,Black,Male,0.0,0.0,6.0,United-States,less-than-50K
40s,Self-emp-not-inc,7.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,25.0,United-States,less-than-50K
20s,Local-gov,11.0,Assoc-acdm,Never-married,Adm-clerical,Own-child,Black,Female,0.0,0.0,35.0,Haiti,less-than-50K
30s,unknown,6.0,Some-college,Married-civ-spouse,unknown,Wife,White,Female,0.0,0.0,25.0,United-States,less-than-50K
teens(10-20),Private,5.0,11th,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Local-gov,14.0,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Local-gov,7.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,more-than-50K
40s,Private,16.0,11th,Married-civ-spouse,Priv-house-serv,Other-relative,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,State-gov,8.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,7.0,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,7.0,Some-college,Separated,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Federal-gov,8.0,Some-college,Never-married,Prof-specialty,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,6.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Local-gov,2.0,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,5.0,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,11.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
70s,Self-emp-not-inc,8.0,7th-8th,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Self-emp-not-inc,9.0,HS-grad,Divorced,Sales,Not-in-family,White,Female,0.0,0.0,30.0,United-States,less-than-50K
20s,Private,7.0,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
30s,Private,8.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,less-than-50K
30s,unknown,10.0,9th,Divorced,unknown,Unmarried,White,Female,0.0,0.0,40.0,Mexico,less-than-50K
40s,Private,5.0,HS-grad,Separated,Prof-specialty,Unmarried,White,Female,0.0,6.0,60.0,United-States,less-than-50K
40s,Private,13.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,19.0,50.0,United-States,more-than-50K
20s,Private,2.0,HS-grad,Never-married,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Some-college,Divorced,Machine-op-inspct,Not-in-family,White,Male,0.0,16.0,40.0,United-States,less-than-50K
50s,Private,4.0,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,14.0,Some-college,Married-spouse-absent,Sales,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Self-emp-inc,2.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
40s,Private,5.0,Prof-school,Married-civ-spouse,Sales,Wife,Amer-Indian-Eskimo,Female,15.0,0.0,40.0,South-Africa,more-than-50K
50s,State-gov,5.0,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
50s,Private,8.0,HS-grad,Divorced,Adm-clerical,Other-relative,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,0.0,0.0,39.0,United-States,less-than-50K
50s,Private,5.0,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
50s,unknown,27.0,9th,Divorced,unknown,Not-in-family,White,Female,0.0,0.0,12.0,United-States,less-than-50K
30s,Private,1.0,Some-college,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,13.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Cuba,more-than-50K
60s,Local-gov,12.0,HS-grad,Divorced,Protective-serv,Not-in-family,Black,Male,0.0,0.0,20.0,United-States,less-than-50K
30s,Self-emp-not-inc,5.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,less-than-50K
30s,Private,3.0,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
20s,Private,15.0,Some-college,Never-married,Machine-op-inspct,Not-in-family,White,Male,0.0,0.0,42.0,United-States,less-than-50K
70s,unknown,5.0,7th-8th,Widowed,unknown,Unmarried,White,Female,0.0,0.0,20.0,United-States,less-than-50K
30s,Private,4.0,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Self-emp-not-inc,8.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,35.0,United-States,more-than-50K
50s,Private,6.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,1.0,Some-college,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,9.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,13.0,Bachelors,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,9.0,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,12.0,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,4.0,0.0,50.0,United-States,more-than-50K
30s,Private,11.0,Some-college,Never-married,Sales,Own-child,White,Female,0.0,0.0,40.0,El-Salvador,less-than-50K
20s,Private,4.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,7.0,Some-college,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,5.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
50s,State-gov,7.0,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,White,Male,4.0,0.0,40.0,United-States,more-than-50K
50s,Private,5.0,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,0.0,0.0,45.0,United-States,less-than-50K
30s,unknown,1.0,Bachelors,Divorced,unknown,Unmarried,White,Female,0.0,0.0,32.0,United-States,less-than-50K
30s,unknown,8.0,Some-college,Married-civ-spouse,unknown,Wife,White,Female,7.0,0.0,6.0,United-States,more-than-50K
30s,Private,13.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7.0,0.0,50.0,United-States,more-than-50K
40s,State-gov,15.0,HS-grad,Married-spouse-absent,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,8.0,Assoc-voc,Divorced,Other-service,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
40s,Self-emp-not-inc,1.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,48.0,United-States,less-than-50K
60s,Private,10.0,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,14.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,3.0,HS-grad,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,less-than-50K
40s,Private,8.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,32.0,United-States,less-than-50K
30s,Private,6.0,Some-college,Separated,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,less-than-50K
60s,Private,6.0,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,20.0,United-States,less-than-50K
40s,Self-emp-not-inc,3.0,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,65.0,United-States,less-than-50K
60s,Self-emp-not-inc,16.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,70.0,United-States,less-than-50K
40s,Private,7.0,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,0.0,0.0,58.0,United-States,less-than-50K
60s,unknown,1.0,7th-8th,Married-civ-spouse,unknown,Husband,White,Male,0.0,0.0,4.0,United-States,less-than-50K
40s,Private,6.0,Assoc-acdm,Divorced,Tech-support,Unmarried,White,Female,0.0,0.0,40.0,unknown,less-than-50K
50s,Self-emp-not-inc,1.0,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,38.0,United-States,more-than-50K
30s,Private,17.0,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,Male,15.0,0.0,50.0,United-States,more-than-50K
30s,unknown,7.0,10th,Married-civ-spouse,unknown,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,6.0,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0.0,0.0,35.0,United-States,less-than-50K
20s,Private,8.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0.0,0.0,40.0,Taiwan,less-than-50K
50s,Private,37.0,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,41.0,United-States,less-than-50K
50s,Private,7.0,Masters,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,24.0,United-States,more-than-50K
70s,Self-emp-inc,11.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,20.0,0.0,25.0,United-States,more-than-50K
20s,Private,4.0,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,14.0,HS-grad,Divorced,Adm-clerical,Unmarried,Black,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,unknown,1.0,Some-college,Never-married,unknown,Own-child,Asian-Pac-Islander,Female,0.0,0.0,4.0,South-Africa,less-than-50K
40s,Self-emp-not-inc,10.0,10th,Married-civ-spouse,Other-service,Husband,White,Male,0.0,0.0,70.0,United-States,less-than-50K
20s,Private,6.0,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,16.0,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,Yugoslavia,less-than-50K
40s,Private,4.0,Some-college,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,0.0,0.0,55.0,United-States,more-than-50K
20s,Private,8.0,HS-grad,Divorced,Machine-op-inspct,Unmarried,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,11.0,Bachelors,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,45.0,United-States,more-than-50K
60s,Local-gov,7.0,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,7.0,0.0,60.0,United-States,more-than-50K
20s,Private,7.0,Assoc-acdm,Married-civ-spouse,Sales,Wife,Other,Female,7.0,0.0,45.0,United-States,more-than-50K
20s,Private,8.0,Some-college,Never-married,Sales,Other-relative,White,Male,0.0,0.0,38.0,United-States,less-than-50K
20s,Private,6.0,9th,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,El-Salvador,less-than-50K
30s,Private,12.0,Bachelors,Married-civ-spouse,Prof-specialty,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
20s,Private,2.0,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0.0,0.0,20.0,United-States,less-than-50K
20s,unknown,21.0,10th,Separated,unknown,Not-in-family,White,Male,0.0,0.0,30.0,United-States,less-than-50K
40s,Private,5.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,more-than-50K
teens(10-20),unknown,2.0,Some-college,Never-married,unknown,Not-in-family,White,Female,0.0,0.0,24.0,United-States,less-than-50K
40s,Private,11.0,Assoc-acdm,Divorced,Exec-managerial,Unmarried,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,4.0,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,7.0,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,60.0,United-States,more-than-50K
20s,Private,9.0,Bachelors,Never-married,Exec-managerial,Own-child,White,Female,0.0,0.0,40.0,United-States,less-than-50K
50s,Private,9.0,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
40s,Private,9.0,10th,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,8.0,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0.0,0.0,45.0,United-States,less-than-50K
30s,Private,7.0,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,3.0,0.0,27.0,United-States,less-than-50K
20s,Private,4.0,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0.0,0.0,45.0,United-States,less-than-50K
20s,Private,12.0,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0.0,0.0,15.0,United-States,less-than-50K
20s,Local-gov,11.0,Some-college,Never-married,Protective-serv,Own-child,White,Female,0.0,0.0,40.0,United-States,more-than-50K
40s,Self-emp-inc,7.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
80s,Private,4.0,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0.0,0.0,30.0,United-States,less-than-50K
20s,State-gov,1.0,Some-college,Never-married,Other-service,Not-in-family,White,Male,0.0,0.0,50.0,United-States,less-than-50K
40s,Private,8.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
30s,Private,30.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
50s,Private,8.0,HS-grad,Divorced,Sales,Not-in-family,White,Male,0.0,0.0,60.0,United-States,less-than-50K
90s,Private,15.0,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,20.0,unknown,less-than-50K
50s,Private,2.0,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,50.0,United-States,less-than-50K
70s,Private,9.0,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,0.0,0.0,50.0,England,less-than-50K
60s,Private,6.0,Some-college,Widowed,Adm-clerical,Not-in-family,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,22.0,10th,Divorced,Craft-repair,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
30s,State-gov,2.0,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0.0,0.0,40.0,United-States,less-than-50K
30s,Private,1.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,40.0,United-States,less-than-50K
40s,Private,19.0,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,15.0,0.0,50.0,United-States,more-than-50K
50s,Private,7.0,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0.0,0.0,65.0,United-States,more-than-50K
50s,Private,4.0,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0.0,0.0,40.0,United-States,more-than-50K
40s,Private,2.0,Masters,Never-married,Sales,Not-in-family,White,Male,0.0,0.0,50.0,United-States,more-than-50K
30s,Private,6.0,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,2.0,0.0,40.0,United-States,less-than-50K
50s,Private,8.0,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0.0,0.0,35.0,United-States,less-than-50K
20s,Private,20.0,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0.0,0.0,30.0,United-States,less-than-50K
30s,Private,19.0,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0.0,0.0,53.0,United-States,less-than-50K
50s,Private,7.0,HS-grad,Divorced,Handlers-cleaners,Not-in-family,White,Male,0.0,0.0,40.0,United-States,less-than-50K
