checking-account-status,duration-months,credit-history,purpose,credit-amount,saving-account-status,employment-status,disposable-income-percent,sex,other-debts,current-residence-time,property-type,age,installment-plans,housing,num-credit-lines,job-type,num-dependents,telephone,foreigner,label
owe-money,24.0,cur-ank-all-credit-paid-on-time,buisness,3161.0,<100DM,1-4yr,4.0,male,none,2.0,insurance,31.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,48.0,all-credit-paid-on-time,others,18424.0,<100DM,1-4yr,1.0,female,none,2.0,insurance,32.0,bank,own,1.0,high-skill-employed,1.0,yes,no,risky
no-account,10.0,existing-credit-paid-on-time,used-car,2848.0,100-500DM,1-4yr,1.0,male,co-applicant,2.0,real-estate,32.0,none,own,1.0,low-skill-employed,2.0,none,yes,not-risky
owe-money,6.0,existing-credit-paid-on-time,new-car,14896.0,<100DM,7+yr,1.0,male,none,4.0,unknown,68.0,bank,own,1.0,high-skill-employed,1.0,yes,yes,risky
owe-money,24.0,existing-credit-paid-on-time,furniture,2359.0,100-500DM,unemployed,1.0,male,none,1.0,insurance,33.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
owe-money,24.0,existing-credit-paid-on-time,furniture,3345.0,<100DM,7+yr,4.0,male,none,2.0,insurance,39.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,risky
no-account,18.0,critical-accounts,furniture,1817.0,<100DM,1-4yr,4.0,female,none,2.0,unknown,28.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,48.0,day-in-paying-credit,radio-television,12749.0,500-1000DM,4-7yr,4.0,male,none,1.0,car,37.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,9.0,existing-credit-paid-on-time,radio-television,1366.0,<100DM,<1yr,3.0,female,none,4.0,insurance,22.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,12.0,existing-credit-paid-on-time,new-car,2002.0,<100DM,4-7yr,3.0,male,none,4.0,insurance,30.0,none,rent,1.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,furniture,6872.0,<100DM,<1yr,2.0,male,none,1.0,insurance,55.0,bank,own,1.0,low-skill-employed,1.0,yes,yes,risky
owe-money,12.0,cur-ank-all-credit-paid-on-time,new-car,697.0,<100DM,<1yr,4.0,male,none,2.0,car,46.0,bank,own,2.0,low-skill-employed,1.0,yes,yes,risky
owe-money,18.0,critical-accounts,furniture,1049.0,<100DM,<1yr,4.0,female,none,4.0,insurance,21.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,48.0,existing-credit-paid-on-time,used-car,10297.0,<100DM,4-7yr,4.0,male,none,4.0,unknown,39.0,stores,free,3.0,low-skill-employed,2.0,yes,yes,risky
no-account,30.0,existing-credit-paid-on-time,radio-television,1867.0,unknown-nosavings,7+yr,4.0,male,none,4.0,car,58.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,12.0,day-in-paying-credit,new-car,1344.0,<100DM,1-4yr,4.0,male,none,2.0,real-estate,43.0,none,own,2.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,furniture,1747.0,<100DM,<1yr,4.0,male,co-applicant,1.0,insurance,24.0,none,own,1.0,unemployed(resident),1.0,none,no,not-risky
0-200DM,9.0,existing-credit-paid-on-time,radio-television,1670.0,<100DM,<1yr,4.0,female,none,2.0,car,22.0,none,own,1.0,low-skill-employed,1.0,yes,yes,risky
no-account,9.0,critical-accounts,new-car,1224.0,<100DM,1-4yr,3.0,male,none,1.0,real-estate,30.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,12.0,critical-accounts,radio-television,522.0,500-1000DM,7+yr,4.0,male,none,4.0,insurance,42.0,none,own,2.0,low-skill-employed,2.0,yes,yes,not-risky
owe-money,12.0,existing-credit-paid-on-time,radio-television,1498.0,<100DM,1-4yr,4.0,female,none,1.0,car,23.0,bank,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,30.0,day-in-paying-credit,radio-television,1919.0,100-500DM,<1yr,4.0,male,none,3.0,unknown,30.0,stores,own,2.0,high-skill-employed,1.0,none,yes,risky
200+DM,9.0,existing-credit-paid-on-time,radio-television,745.0,<100DM,1-4yr,3.0,female,none,2.0,real-estate,28.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
0-200DM,6.0,existing-credit-paid-on-time,radio-television,2063.0,<100DM,<1yr,4.0,male,none,3.0,car,30.0,none,rent,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,60.0,existing-credit-paid-on-time,education,6288.0,<100DM,1-4yr,4.0,male,none,4.0,unknown,42.0,none,free,1.0,low-skill-employed,1.0,none,yes,risky
no-account,24.0,critical-accounts,used-car,6842.0,unknown-nosavings,1-4yr,2.0,male,none,4.0,insurance,46.0,none,own,2.0,high-skill-employed,2.0,yes,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,new-car,3527.0,unknown-nosavings,<1yr,2.0,male,none,3.0,insurance,45.0,none,own,1.0,high-skill-employed,2.0,yes,yes,not-risky
no-account,10.0,existing-credit-paid-on-time,new-car,1546.0,<100DM,1-4yr,3.0,male,none,2.0,real-estate,31.0,none,own,1.0,unemployed(resident),2.0,none,no,not-risky
no-account,24.0,existing-credit-paid-on-time,furniture,929.0,unknown-nosavings,4-7yr,4.0,male,none,2.0,car,31.0,stores,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,4.0,critical-accounts,new-car,1455.0,<100DM,4-7yr,2.0,male,none,1.0,real-estate,42.0,none,own,3.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,15.0,existing-credit-paid-on-time,furniture,1845.0,<100DM,<1yr,4.0,female,guarantor,1.0,insurance,46.0,none,rent,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,48.0,all-credit-paid-on-time,new-car,8358.0,500-1000DM,<1yr,1.0,female,none,1.0,car,30.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,furniture,3349.0,500-1000DM,<1yr,4.0,male,none,4.0,unknown,30.0,none,free,1.0,low-skill-employed,2.0,yes,yes,risky
no-account,12.0,existing-credit-paid-on-time,new-car,2859.0,unknown-nosavings,unemployed,4.0,male,none,4.0,unknown,38.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,18.0,existing-credit-paid-on-time,furniture,1533.0,<100DM,<1yr,4.0,male,co-applicant,1.0,insurance,43.0,none,own,1.0,unemployed(resident),2.0,none,yes,risky
no-account,24.0,existing-credit-paid-on-time,radio-television,3621.0,100-500DM,7+yr,2.0,male,none,4.0,car,31.0,none,own,2.0,low-skill-employed,1.0,none,yes,risky
0-200DM,18.0,critical-accounts,buisness,3590.0,<100DM,unemployed,3.0,male,none,3.0,car,40.0,none,own,3.0,unemployed(non-resident),2.0,yes,yes,not-risky
owe-money,36.0,day-in-paying-credit,buisness,2145.0,<100DM,4-7yr,2.0,male,none,1.0,car,24.0,none,own,2.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,24.0,existing-credit-paid-on-time,used-car,4113.0,500-1000DM,<1yr,3.0,female,none,4.0,car,28.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,36.0,existing-credit-paid-on-time,furniture,10974.0,<100DM,unemployed,4.0,female,none,2.0,car,26.0,none,own,2.0,high-skill-employed,1.0,yes,yes,risky
owe-money,12.0,existing-credit-paid-on-time,new-car,1893.0,<100DM,1-4yr,4.0,female,guarantor,4.0,insurance,29.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,24.0,critical-accounts,radio-television,1231.0,1000+DM,7+yr,4.0,female,none,4.0,insurance,57.0,none,rent,2.0,high-skill-employed,1.0,yes,yes,not-risky
200+DM,30.0,critical-accounts,radio-television,3656.0,unknown-nosavings,7+yr,4.0,male,none,4.0,insurance,49.0,stores,own,2.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,9.0,critical-accounts,radio-television,1154.0,<100DM,7+yr,2.0,male,none,4.0,real-estate,37.0,none,own,3.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,28.0,existing-credit-paid-on-time,new-car,4006.0,<100DM,1-4yr,3.0,male,none,2.0,car,45.0,none,own,1.0,unemployed(resident),1.0,none,yes,risky
0-200DM,24.0,existing-credit-paid-on-time,furniture,3069.0,100-500DM,7+yr,4.0,male,none,4.0,unknown,30.0,none,free,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,6.0,critical-accounts,radio-television,1740.0,<100DM,7+yr,2.0,male,none,2.0,real-estate,30.0,none,rent,2.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,21.0,day-in-paying-credit,new-car,2353.0,<100DM,1-4yr,1.0,male,none,4.0,insurance,47.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,15.0,existing-credit-paid-on-time,new-car,3556.0,unknown-nosavings,1-4yr,3.0,male,none,2.0,unknown,29.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,radio-television,2397.0,500-1000DM,7+yr,3.0,male,none,2.0,car,35.0,bank,own,2.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,6.0,existing-credit-paid-on-time,repairs,454.0,<100DM,<1yr,3.0,male,none,1.0,insurance,22.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,30.0,existing-credit-paid-on-time,radio-television,1715.0,unknown-nosavings,1-4yr,4.0,female,none,1.0,car,26.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,27.0,critical-accounts,radio-television,2520.0,500-1000DM,1-4yr,4.0,male,none,2.0,insurance,23.0,none,own,2.0,unemployed(resident),1.0,none,yes,risky
no-account,15.0,existing-credit-paid-on-time,radio-television,3568.0,<100DM,7+yr,4.0,female,none,2.0,car,54.0,bank,rent,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,42.0,existing-credit-paid-on-time,radio-television,7166.0,unknown-nosavings,4-7yr,2.0,male,none,4.0,insurance,29.0,none,rent,1.0,low-skill-employed,1.0,yes,yes,not-risky
owe-money,11.0,critical-accounts,new-car,3939.0,<100DM,1-4yr,1.0,male,none,2.0,real-estate,40.0,none,own,2.0,unemployed(resident),2.0,none,yes,not-risky
0-200DM,15.0,existing-credit-paid-on-time,repairs,1514.0,100-500DM,1-4yr,4.0,male,guarantor,2.0,real-estate,22.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,existing-credit-paid-on-time,new-car,7393.0,<100DM,1-4yr,1.0,male,none,4.0,insurance,43.0,none,own,1.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,24.0,cur-ank-all-credit-paid-on-time,new-car,1193.0,<100DM,unemployed,1.0,female,co-applicant,4.0,unknown,29.0,none,rent,2.0,unemployed(non-resident),1.0,none,yes,risky
owe-money,60.0,existing-credit-paid-on-time,buisness,7297.0,<100DM,7+yr,4.0,male,co-applicant,4.0,unknown,36.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
no-account,30.0,critical-accounts,radio-television,2831.0,<100DM,1-4yr,4.0,female,none,2.0,car,33.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
200+DM,24.0,existing-credit-paid-on-time,radio-television,1258.0,500-1000DM,1-4yr,3.0,female,none,3.0,car,57.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
0-200DM,6.0,existing-credit-paid-on-time,radio-television,753.0,<100DM,1-4yr,2.0,female,guarantor,3.0,real-estate,64.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
0-200DM,18.0,day-in-paying-credit,buisness,2427.0,unknown-nosavings,7+yr,4.0,male,none,2.0,insurance,42.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,24.0,day-in-paying-credit,new-car,2538.0,<100DM,7+yr,4.0,male,none,4.0,car,47.0,none,own,2.0,unemployed(resident),2.0,none,yes,risky
0-200DM,15.0,cur-ank-all-credit-paid-on-time,new-car,1264.0,100-500DM,1-4yr,2.0,male,none,2.0,insurance,25.0,none,rent,1.0,low-skill-employed,1.0,none,yes,risky
0-200DM,30.0,critical-accounts,furniture,8386.0,<100DM,4-7yr,2.0,male,none,2.0,insurance,49.0,none,own,1.0,low-skill-employed,1.0,none,yes,risky
no-account,48.0,existing-credit-paid-on-time,buisness,4844.0,<100DM,unemployed,3.0,male,none,2.0,car,33.0,bank,rent,1.0,high-skill-employed,1.0,yes,yes,risky
200+DM,21.0,existing-credit-paid-on-time,new-car,2923.0,100-500DM,1-4yr,1.0,female,none,1.0,car,28.0,bank,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,used-car,8229.0,<100DM,1-4yr,2.0,male,none,2.0,insurance,26.0,none,own,1.0,low-skill-employed,2.0,none,yes,risky
no-account,24.0,critical-accounts,furniture,2028.0,<100DM,4-7yr,2.0,male,none,2.0,insurance,30.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,15.0,critical-accounts,furniture,1433.0,<100DM,1-4yr,4.0,female,none,3.0,insurance,25.0,none,rent,2.0,low-skill-employed,1.0,none,yes,not-risky
200+DM,42.0,all-credit-paid-on-time,buisness,6289.0,<100DM,<1yr,2.0,male,none,1.0,insurance,33.0,none,own,2.0,low-skill-employed,1.0,none,yes,not-risky
no-account,13.0,existing-credit-paid-on-time,radio-television,1409.0,100-500DM,unemployed,2.0,female,none,4.0,real-estate,64.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,24.0,existing-credit-paid-on-time,used-car,6579.0,<100DM,unemployed,4.0,male,none,2.0,unknown,29.0,none,free,1.0,high-skill-employed,1.0,yes,yes,not-risky
0-200DM,24.0,critical-accounts,radio-television,1743.0,<100DM,7+yr,4.0,male,none,2.0,insurance,48.0,none,own,2.0,unemployed(resident),1.0,none,yes,not-risky
no-account,12.0,critical-accounts,education,3565.0,unknown-nosavings,<1yr,2.0,male,none,1.0,insurance,37.0,none,own,2.0,unemployed(resident),2.0,none,yes,not-risky
no-account,15.0,cur-ank-all-credit-paid-on-time,radio-television,1569.0,100-500DM,7+yr,4.0,male,none,4.0,car,34.0,bank,own,1.0,unemployed(resident),2.0,none,yes,not-risky
owe-money,18.0,existing-credit-paid-on-time,radio-television,1936.0,unknown-nosavings,4-7yr,2.0,male,none,4.0,car,23.0,none,rent,2.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,36.0,existing-credit-paid-on-time,furniture,3959.0,<100DM,unemployed,4.0,male,none,3.0,insurance,30.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,new-car,2390.0,unknown-nosavings,7+yr,4.0,male,none,3.0,car,50.0,none,own,1.0,low-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,furniture,1736.0,<100DM,4-7yr,3.0,female,none,4.0,real-estate,31.0,none,own,1.0,unemployed(resident),1.0,none,yes,not-risky
owe-money,30.0,existing-credit-paid-on-time,used-car,3857.0,<100DM,1-4yr,4.0,male,none,4.0,insurance,40.0,none,own,1.0,high-skill-employed,1.0,yes,yes,not-risky
no-account,12.0,existing-credit-paid-on-time,radio-television,804.0,<100DM,7+yr,4.0,male,none,4.0,car,38.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
owe-money,45.0,existing-credit-paid-on-time,radio-television,1845.0,<100DM,1-4yr,4.0,male,none,4.0,unknown,23.0,none,free,1.0,low-skill-employed,1.0,yes,yes,risky
0-200DM,45.0,critical-accounts,used-car,4576.0,100-500DM,unemployed,3.0,male,none,4.0,car,27.0,none,own,1.0,low-skill-employed,1.0,none,yes,not-risky
